"","site_no","station_nm","huc_cd","site_tp_cd","dec_lat_va","dec_long_va","parm_cd_D","data_type_cd_D","stat_cd_D","srs_id_D","begin_date_D","end_date_D","count_nu_D","parm_cd_N","data_type_cd_N","stat_cd_N","srs_id_N","begin_date_N","end_date_N","count_nu_N","parm_cd_P","data_type_cd_P","stat_cd_P","srs_id_P","begin_date_P","end_date_P","count_nu_P"
"88","06874000","SF SOLOMON R AT OSBORNE, KS","10260014","ST",39.42778826,-98.6942395,"00060","qw",NA,1645423,1958-03-30,1972-09-19,144,"00600","qw",NA,52450988,1977-11-02,1994-08-24,95,"00665","qw",NA,153049,1971-10-12,1994-08-24,148
"89","06874000","SF SOLOMON R AT OSBORNE, KS","10260014","ST",39.42778826,-98.6942395,"00060","uv",NA,1645423,1990-10-01,2019-10-31,10622,"00600","qw",NA,52450988,1977-11-02,1994-08-24,95,"00665","qw",NA,153049,1971-10-12,1994-08-24,148
"90","06879650","KINGS C NR MANHATTAN, KS","10270101","ST",39.102075,-96.5946889,"00060","dv","00003",1645423,1979-04-01,2019-10-30,14823,"00600","qw",NA,52450988,1981-06-04,1996-05-28,73,"00665","qw",NA,153049,1980-04-04,1996-05-28,76
"91","06879650","KINGS C NR MANHATTAN, KS","10270101","ST",39.102075,-96.5946889,"00060","uv",NA,1645423,1979-04-11,2019-10-31,14813,"00600","qw",NA,52450988,1981-06-04,1996-05-28,73,"00665","qw",NA,153049,1980-04-04,1996-05-28,76
"92","06887500","KANSAS R AT WAMEGO, KS","10270102","ST",39.19833014,-96.3055532,"00060","dv","00003",1645423,1919-01-23,2019-10-30,36806,"00600","qw",NA,52450988,1988-11-16,2019-09-23,148,"00665","qw",NA,153049,1971-10-18,2019-09-23,195
"93","06887500","KANSAS R AT WAMEGO, KS","10270102","ST",39.19833014,-96.3055532,"00060","qw",NA,1645423,1956-08-10,1972-09-18,554,"00600","qw",NA,52450988,1988-11-16,2019-09-23,148,"00665","qw",NA,153049,1971-10-18,2019-09-23,195
"94","06887500","KANSAS R AT WAMEGO, KS","10270102","ST",39.19833014,-96.3055532,"00060","uv",NA,1645423,1990-10-01,2019-10-31,10622,"00600","qw",NA,52450988,1988-11-16,2019-09-23,148,"00665","qw",NA,153049,1971-10-18,2019-09-23,195
"95","06889000","KANSAS R AT TOPEKA, KS","10270102","ST",39.0666666,-95.6497028,"00060","dv","00003",1645423,1917-06-12,2019-10-30,37327,"00600","qw",NA,52450988,1987-05-12,2005-07-26,84,"00665","qw",NA,153049,1969-07-22,2005-07-26,128
"96","06889000","KANSAS R AT TOPEKA, KS","10270102","ST",39.0666666,-95.6497028,"00060","qw",NA,1645423,1953-03-20,1983-03-01,141,"00600","qw",NA,52450988,1987-05-12,2005-07-26,84,"00665","qw",NA,153049,1969-07-22,2005-07-26,128
"97","06889000","KANSAS R AT TOPEKA, KS","10270102","ST",39.0666666,-95.6497028,"00060","uv",NA,1645423,1990-10-01,2019-10-31,10622,"00600","qw",NA,52450988,1987-05-12,2005-07-26,84,"00665","qw",NA,153049,1969-07-22,2005-07-26,128
"98","06889180","SOLDIER C NR ST. CLERE, KS","10270102","ST",39.3758289,-95.9183232,"00060","dv","00003",1645423,1964-03-01,1981-04-30,6270,"00600","qw",NA,52450988,1996-06-26,2007-08-30,59,"00665","qw",NA,153049,1996-06-26,2007-08-30,59
"99","06891000","KANSAS R AT LECOMPTON, KS","10270104","ST",39.05111157,-95.3863633,"00060","dv","00003",1645423,1936-03-16,2019-10-30,30544,"00600","qw",NA,52450988,1975-07-23,2002-08-07,81,"00665","qw",NA,153049,1971-10-15,2002-08-07,127
"100","06891000","KANSAS R AT LECOMPTON, KS","10270104","ST",39.05111157,-95.3863633,"00060","qw",NA,1645423,1961-10-18,1972-09-08,129,"00600","qw",NA,52450988,1975-07-23,2002-08-07,81,"00665","qw",NA,153049,1971-10-15,2002-08-07,127
"101","06891000","KANSAS R AT LECOMPTON, KS","10270104","ST",39.05111157,-95.3863633,"00060","uv",NA,1645423,1990-10-01,2019-10-31,10622,"00600","qw",NA,52450988,1975-07-23,2002-08-07,81,"00665","qw",NA,153049,1971-10-15,2002-08-07,127
"102","06892350","KANSAS R AT DESOTO, KS","10270104","ST",38.9833375,-94.9646893,"00060","dv","00003",1645423,1917-07-08,2019-10-30,37370,"00600","qw",NA,52450988,1974-10-07,2019-09-24,352,"00665","qw",NA,153049,1973-08-21,2019-09-24,384
"103","06892350","KANSAS R AT DESOTO, KS","10270104","ST",38.9833375,-94.9646893,"00060","qw",NA,1645423,1960-10-01,1982-08-02,1645,"00600","qw",NA,52450988,1974-10-07,2019-09-24,352,"00665","qw",NA,153049,1973-08-21,2019-09-24,384
"104","06892350","KANSAS R AT DESOTO, KS","10270104","ST",38.9833375,-94.9646893,"00060","uv",NA,1645423,1990-10-01,2019-10-31,10622,"00600","qw",NA,52450988,1974-10-07,2019-09-24,352,"00665","qw",NA,153049,1973-08-21,2019-09-24,384
"105","06892360","KILL C AT 95TH ST NR DESOTO, KS","10270104","ST",38.95666667,-94.9736111,"00060","dv","00003",1645423,2003-03-27,2019-10-30,6062,"00600","qw",NA,52450988,2003-06-23,2018-10-08,57,"00665","qw",NA,153049,2003-06-23,2018-10-08,57
"106","06892360","KILL C AT 95TH ST NR DESOTO, KS","10270104","ST",38.95666667,-94.9736111,"00060","uv",NA,1645423,2003-04-21,2019-10-31,6037,"00600","qw",NA,52450988,2003-06-23,2018-10-08,57,"00665","qw",NA,153049,2003-06-23,2018-10-08,57
"107","06892513","MILL C AT JOHNSON DRIVE, SHAWNEE, KS","10270104","ST",39.02916667,-94.8172222,"00060","dv","00003",1645423,2002-10-01,2019-10-30,6239,"00600","qw",NA,52450988,2002-10-18,2018-10-07,112,"00665","qw",NA,153049,2002-10-18,2018-10-07,115
"108","06892513","MILL C AT JOHNSON DRIVE, SHAWNEE, KS","10270104","ST",39.02916667,-94.8172222,"00060","uv",NA,1645423,2002-10-01,2019-10-31,6239,"00600","qw",NA,52450988,2002-10-18,2018-10-07,112,"00665","qw",NA,153049,2002-10-18,2018-10-07,115
"109","06880000","LINCOLN CREEK NEAR SEWARD, NEBR.","10270201","ST",40.9161111,-97.1455556,"00060","dv","00003",1645423,1953-12-01,1994-09-29,14742,"00600","qw",NA,52450988,1968-09-24,1989-09-12,203,"00665","qw",NA,153049,1973-02-26,1989-09-12,204
"110","06880000","LINCOLN CREEK NEAR SEWARD, NEBR.","10270201","ST",40.9161111,-97.1455556,"00060","qw",NA,1645423,1962-07-12,1976-05-26,182,"00600","qw",NA,52450988,1968-09-24,1989-09-12,203,"00665","qw",NA,153049,1973-02-26,1989-09-12,204
"111","06880000","LINCOLN CREEK NEAR SEWARD, NEBR.","10270201","ST",40.9161111,-97.1455556,"00060","uv",NA,1645423,1990-10-01,1994-09-30,1460,"00600","qw",NA,52450988,1968-09-24,1989-09-12,203,"00665","qw",NA,153049,1973-02-26,1989-09-12,204
"112","06880500","BIG BLUE RIVER AT SEWARD, NEBR.","10270201","ST",40.90305556,-97.1116667,"00060","dv","00003",1645423,1954-02-01,1994-09-29,14851,"00600","qw",NA,52450988,1978-10-27,1989-09-12,140,"00665","qw",NA,153049,1978-10-27,1989-09-12,141
"113","06880500","BIG BLUE RIVER AT SEWARD, NEBR.","10270201","ST",40.90305556,-97.1116667,"00060","uv",NA,1645423,1990-10-01,1994-09-30,1460,"00600","qw",NA,52450988,1978-10-27,1989-09-12,140,"00665","qw",NA,153049,1978-10-27,1989-09-12,141
"114","06880800","West Fork Big Blue River near Dorchester, Nebr.","10270203","ST",40.7311177,-97.1775413,"00060","dv","00003",1645423,1958-08-01,2019-10-30,22057,"00600","qw",NA,52450988,1968-09-26,1991-12-19,258,"00665","qw",NA,153049,1973-02-27,1991-12-19,261
"115","06880800","West Fork Big Blue River near Dorchester, Nebr.","10270203","ST",40.7311177,-97.1775413,"00060","qw",NA,1645423,1962-07-12,1977-11-11,206,"00600","qw",NA,52450988,1968-09-26,1991-12-19,258,"00665","qw",NA,153049,1973-02-27,1991-12-19,261
"116","06880800","West Fork Big Blue River near Dorchester, Nebr.","10270203","ST",40.7311177,-97.1775413,"00060","uv",NA,1645423,1990-10-01,2019-10-31,10622,"00600","qw",NA,52450988,1968-09-26,1991-12-19,258,"00665","qw",NA,153049,1973-02-27,1991-12-19,261
"117","06881000","Big Blue River near Crete, Nebr.","10270202","ST",40.59666667,-96.9605556,"00060","dv","00003",1645423,1953-10-01,2019-10-30,24136,"00600","qw",NA,52450988,1973-04-26,1989-05-31,136,"00665","qw",NA,153049,1973-04-26,1989-05-31,137
"118","06881000","Big Blue River near Crete, Nebr.","10270202","ST",40.59666667,-96.9605556,"00060","uv",NA,1645423,1991-02-12,2019-10-31,10488,"00600","qw",NA,52450988,1973-04-26,1989-05-31,136,"00665","qw",NA,153049,1973-04-26,1989-05-31,137
"119","06881200","TURKEY CREEK NEAR WILBER, NEBR.","10270204","ST",40.48000398,-97.0122523,"00060","dv","00003",1645423,1959-10-01,1994-09-29,12783,"00600","qw",NA,52450988,1968-07-23,1989-09-12,207,"00665","qw",NA,153049,1973-03-07,1989-09-12,205
"120","06881200","TURKEY CREEK NEAR WILBER, NEBR.","10270204","ST",40.48000398,-97.0122523,"00060","qw",NA,1645423,1965-06-08,1977-11-11,134,"00600","qw",NA,52450988,1968-07-23,1989-09-12,207,"00665","qw",NA,153049,1973-03-07,1989-09-12,205
"121","06881200","TURKEY CREEK NEAR WILBER, NEBR.","10270204","ST",40.48000398,-97.0122523,"00060","uv",NA,1645423,1990-10-01,1994-09-13,1443,"00600","qw",NA,52450988,1968-07-23,1989-09-12,207,"00665","qw",NA,153049,1973-03-07,1989-09-12,205
"122","06881500","BIG BLUE R AT BEATRICE NEBR","10270202","ST",40.25666667,-96.7469444,"00060","dv","00003",1645423,1910-11-01,1994-09-29,8808,"00600","qw",NA,52450988,1968-10-03,1989-05-31,113,"00665","qw",NA,153049,1978-10-19,1989-05-31,115
"123","06881500","BIG BLUE R AT BEATRICE NEBR","10270202","ST",40.25666667,-96.7469444,"00060","uv",NA,1645423,1990-10-01,1994-09-30,1460,"00600","qw",NA,52450988,1968-10-03,1989-05-31,113,"00665","qw",NA,153049,1978-10-19,1989-05-31,115
"124","06882000","Big Blue River at Barneston, Nebr.","10270202","ST",40.0447222,-96.5872222,"00060","dv","00003",1645423,1932-10-01,2019-10-30,31802,"00600","qw",NA,52450988,1968-05-02,1993-09-13,171,"00665","qw",NA,153049,1980-10-30,2008-04-25,169
"125","06882000","Big Blue River at Barneston, Nebr.","10270202","ST",40.0447222,-96.5872222,"00060","uv",NA,1645423,1990-10-01,2019-10-31,10622,"00600","qw",NA,52450988,1968-05-02,1993-09-13,171,"00665","qw",NA,153049,1980-10-30,2008-04-25,169
"126","06883000","Little Blue River near Deweese, Nebr.","10270206","ST",40.3325,-98.0669444,"00060","dv","00003",1645423,1953-02-01,2019-10-30,23643,"00600","qw",NA,52450988,1968-07-10,1989-09-13,116,"00665","qw",NA,153049,1979-09-24,1989-09-13,117
"127","06883000","Little Blue River near Deweese, Nebr.","10270206","ST",40.3325,-98.0669444,"00060","qw",NA,1645423,1955-11-22,1969-07-29,189,"00600","qw",NA,52450988,1968-07-10,1989-09-13,116,"00665","qw",NA,153049,1979-09-24,1989-09-13,117
"128","06883000","Little Blue River near Deweese, Nebr.","10270206","ST",40.3325,-98.0669444,"00060","uv",NA,1645423,1990-10-01,2019-10-31,10622,"00600","qw",NA,52450988,1968-07-10,1989-09-13,116,"00665","qw",NA,153049,1979-09-24,1989-09-13,117
"129","06884025","Little Blue River at Hollenberg, KS","10270207","ST",39.98027778,-97.0047222,"00060","dv","00003",1645423,1974-02-20,2019-10-30,16689,"00600","qw",NA,52450988,1973-03-07,1990-04-18,244,"00665","qw",NA,153049,1973-03-07,1990-04-18,244
"130","06884025","Little Blue River at Hollenberg, KS","10270207","ST",39.98027778,-97.0047222,"00060","uv",NA,1645423,1990-10-01,2019-10-31,10622,"00600","qw",NA,52450988,1973-03-07,1990-04-18,244,"00665","qw",NA,153049,1973-03-07,1990-04-18,244
"131","06887000","BIG BLUE R NR MANHATTAN, KS","10270205","ST",39.2372186,-96.5713918,"00060","dv","00003",1645423,1950-10-01,2019-10-30,25232,"00600","qw",NA,52450988,1974-02-13,2019-08-27,148,"00665","qw",NA,153049,1971-10-19,2019-08-27,199
"132","06887000","BIG BLUE R NR MANHATTAN, KS","10270205","ST",39.2372186,-96.5713918,"00060","qw",NA,1645423,1955-10-01,1980-09-18,272,"00600","qw",NA,52450988,1974-02-13,2019-08-27,148,"00665","qw",NA,153049,1971-10-19,2019-08-27,199
"133","06887000","BIG BLUE R NR MANHATTAN, KS","10270205","ST",39.2372186,-96.5713918,"00060","uv",NA,1645423,1990-10-01,2019-10-31,10622,"00600","qw",NA,52450988,1974-02-13,2019-08-27,148,"00665","qw",NA,153049,1971-10-19,2019-08-27,199
"134","06897950","Elk Creek near Decatur City, IA","10280102","ST",40.72444235,-93.9382816,"00060","dv","00003",1645423,1967-10-01,1994-09-29,9861,"00600","qw",NA,52450988,1981-01-07,1994-06-14,51,"00665","qw",NA,153049,1971-11-11,1994-06-14,121
"135","06897950","Elk Creek near Decatur City, IA","10280102","ST",40.72444235,-93.9382816,"00060","qw",NA,1645423,1967-05-31,1976-03-09,119,"00600","qw",NA,52450988,1981-01-07,1994-06-14,51,"00665","qw",NA,153049,1971-11-11,1994-06-14,121
"136","06898100","Thompson River at Mount Moriah, MO","10280102","ST",40.3363333,-93.7685,"00060","dv","00003",1645423,1960-09-01,1977-09-29,6238,"00600","qw",NA,52450988,1999-11-09,2019-10-03,131,"00665","qw",NA,153049,1999-11-09,2019-10-03,131
"137","06899900","Medicine Creek at Lucerne, MO","10280103","ST",40.45444444,-93.2863889,"00060","dv","00003",1645423,2010-11-11,2019-10-30,3276,"00600","qw",NA,52450988,2010-10-20,2019-07-23,145,"00665","qw",NA,153049,2010-10-20,2019-07-23,145
"138","06899900","Medicine Creek at Lucerne, MO","10280103","ST",40.45444444,-93.2863889,"00060","uv",NA,1645423,2010-11-11,2019-10-31,3276,"00600","qw",NA,52450988,2010-10-20,2019-07-23,145,"00665","qw",NA,153049,2010-10-20,2019-07-23,145
"139","06900050","Medicine Creek near Laredo, MO","10280103","ST",40.0266111,-93.4362222,"00060","dv","00003",1645423,2000-11-14,2019-10-30,6925,"00600","qw",NA,52450988,2010-10-20,2019-07-23,146,"00665","qw",NA,153049,2010-10-20,2019-07-23,146
"140","06900050","Medicine Creek near Laredo, MO","10280103","ST",40.0266111,-93.4362222,"00060","uv",NA,1645423,2000-11-14,2019-10-31,6925,"00600","qw",NA,52450988,2010-10-20,2019-07-23,146,"00665","qw",NA,153049,2010-10-20,2019-07-23,146
"141","06900640","Muddy Creek near Chula, MO","10280103","ST",39.87944444,-93.3972222,"00060","dv","00003",1645423,2010-11-04,2019-10-29,3282,"00600","qw",NA,52450988,2010-10-20,2019-07-23,145,"00665","qw",NA,153049,2010-10-20,2019-07-23,145
"142","06900640","Muddy Creek near Chula, MO","10280103","ST",39.87944444,-93.3972222,"00060","uv",NA,1645423,2010-11-04,2019-10-30,3282,"00600","qw",NA,52450988,2010-10-20,2019-07-23,145,"00665","qw",NA,153049,2010-10-20,2019-07-23,145
"143","06901250","Little East Locust Creek near Browning, MO","10280103","ST",40.06557598,-93.1404847,"00060","dv","00003",1645423,2010-11-05,2019-10-30,3249,"00600","qw",NA,52450988,2010-10-19,2019-07-22,141,"00665","qw",NA,153049,2010-10-19,2019-07-22,142
"144","06901250","Little East Locust Creek near Browning, MO","10280103","ST",40.06557598,-93.1404847,"00060","uv",NA,1645423,2010-11-05,2019-10-31,3282,"00600","qw",NA,52450988,2010-10-19,2019-07-22,141,"00665","qw",NA,153049,2010-10-19,2019-07-22,142
"145","06901500","Locust Creek near Linneus, MO","10280103","ST",39.89594444,-93.2365278,"00060","dv","00003",1645423,1929-04-01,2019-10-30,22937,"00600","qw",NA,52450988,2003-08-26,2019-07-22,152,"00665","qw",NA,153049,1969-12-02,2019-07-22,153
"146","06901500","Locust Creek near Linneus, MO","10280103","ST",39.89594444,-93.2365278,"00060","uv",NA,1645423,2000-10-01,2019-10-31,6969,"00600","qw",NA,52450988,2003-08-26,2019-07-22,152,"00665","qw",NA,153049,1969-12-02,2019-07-22,153
"147","06902000","Grand River near Sumner, MO","10280103","ST",39.64002778,-93.2736944,"00060","dv","00003",1645423,1924-10-01,2019-10-30,34728,"00600","qw",NA,52450988,1973-07-17,2019-09-09,494,"00665","qw",NA,153049,1969-08-20,2019-09-09,545
"148","06902000","Grand River near Sumner, MO","10280103","ST",39.64002778,-93.2736944,"00060","qw",NA,1645423,1962-08-23,2018-06-06,141,"00600","qw",NA,52450988,1973-07-17,2019-09-09,494,"00665","qw",NA,153049,1969-08-20,2019-09-09,545
"149","06902000","Grand River near Sumner, MO","10280103","ST",39.64002778,-93.2736944,"00060","uv",NA,1645423,1995-11-11,2019-10-31,8755,"00600","qw",NA,52450988,1973-07-17,2019-09-09,494,"00665","qw",NA,153049,1969-08-20,2019-09-09,545
"150","06902995","Hickory Branch near Mendon, MO","10280103","ST",39.58252426,-93.1332572,"00060","dv","00003",1645423,2010-11-04,2019-10-30,3283,"00600","qw",NA,52450988,2010-10-19,2019-07-22,144,"00665","qw",NA,153049,2010-10-19,2019-07-22,144
"151","06902995","Hickory Branch near Mendon, MO","10280103","ST",39.58252426,-93.1332572,"00060","uv",NA,1645423,2010-11-04,2019-10-31,3283,"00600","qw",NA,52450988,2010-10-19,2019-07-22,144,"00665","qw",NA,153049,2010-10-19,2019-07-22,144
"152","06905500","Chariton River near Prairie Hill, MO","10280202","ST",39.53994444,-92.79075,"00060","dv","00003",1645423,1929-04-09,2019-10-30,33077,"00600","qw",NA,52450988,1973-07-18,2019-09-10,285,"00665","qw",NA,153049,1969-08-19,2019-09-10,334
"153","06905500","Chariton River near Prairie Hill, MO","10280202","ST",39.53994444,-92.79075,"00060","qw",NA,1645423,1962-08-23,2014-01-28,108,"00600","qw",NA,52450988,1973-07-18,2019-09-10,285,"00665","qw",NA,153049,1969-08-19,2019-09-10,334
"154","06905500","Chariton River near Prairie Hill, MO","10280202","ST",39.53994444,-92.79075,"00060","uv",NA,1645423,1994-10-01,2019-10-31,9161,"00600","qw",NA,52450988,1973-07-18,2019-09-10,285,"00665","qw",NA,153049,1969-08-19,2019-09-10,334
"155","06906300","East Fork Little Chariton R. near Huntsville, MO","10280203","ST",39.45491667,-92.5685,"00060","dv","00003",1645423,1962-10-01,2011-10-03,17900,"00600","qw",NA,52450988,1973-10-11,2019-09-10,143,"00665","qw",NA,153049,1973-10-11,2019-09-10,236
"156","06906300","East Fork Little Chariton R. near Huntsville, MO","10280203","ST",39.45491667,-92.5685,"00060","uv",NA,1645423,1994-10-01,2011-10-05,6213,"00600","qw",NA,52450988,1973-10-11,2019-09-10,143,"00665","qw",NA,153049,1973-10-11,2019-09-10,236
"157","06917630","East Drywood Creek at Prairie State Park","10290104","ST",37.5353611,-94.5580833,"00060","dv","00003",1645423,2001-11-07,2019-10-30,6474,"00600","qw",NA,52450988,1993-11-23,2019-07-17,76,"00665","qw",NA,153049,1993-11-23,2019-07-17,76
"158","06917630","East Drywood Creek at Prairie State Park","10290104","ST",37.5353611,-94.5580833,"00060","uv",NA,1645423,2001-11-08,2019-10-31,6566,"00600","qw",NA,52450988,1993-11-23,2019-07-17,76,"00665","qw",NA,153049,1993-11-23,2019-07-17,76
"159","06918070","Osage River above Schell City, MO","10290105","ST",38.0558611,-94.1454167,"00060","dv","00003",1645423,1981-05-08,2012-02-18,9924,"00600","qw",NA,52450988,1979-03-06,2019-07-29,242,"00665","qw",NA,153049,1979-03-06,2019-07-29,243
"160","06918070","Osage River above Schell City, MO","10290105","ST",38.0558611,-94.1454167,"00060","uv",NA,1645423,1990-10-07,2010-09-30,7298,"00600","qw",NA,52450988,1979-03-06,2019-07-29,242,"00665","qw",NA,153049,1979-03-06,2019-07-29,243
"161","06919500","Cedar Creek near Pleasant View, MO","10290106","ST",37.83420277,-93.8754918,"00060","dv","00003",1645423,1923-04-22,2019-10-30,27219,"00600","qw",NA,52450988,2008-10-14,2014-09-03,72,"00665","qw",NA,153049,2008-10-14,2014-09-03,72
"162","06919500","Cedar Creek near Pleasant View, MO","10290106","ST",37.83420277,-93.8754918,"00060","uv",NA,1645423,1987-10-22,2019-10-31,11697,"00600","qw",NA,52450988,2008-10-14,2014-09-03,72,"00665","qw",NA,153049,2008-10-14,2014-09-03,72
"163","06921070","Pomme de Terre River near Polk, MO","10290107","ST",37.68266667,-93.3703333,"00060","dv","00003",1645423,1968-10-01,2019-10-30,18657,"00600","qw",NA,52450988,1992-11-17,2019-09-10,213,"00665","qw",NA,153049,1983-11-10,2019-09-10,242
"164","06921070","Pomme de Terre River near Polk, MO","10290107","ST",37.68266667,-93.3703333,"00060","uv",NA,1645423,1994-10-01,2019-10-31,9161,"00600","qw",NA,52450988,1992-11-17,2019-09-10,213,"00665","qw",NA,153049,1983-11-10,2019-09-10,242
"165","06921590","South Grand River at Archie, MO","10290108","ST",38.49158056,-94.3442444,"00060","dv","00003",1645423,1969-10-01,2019-10-30,10753,"00600","qw",NA,52450988,2007-06-14,2019-09-26,74,"00665","qw",NA,153049,2007-06-14,2019-09-26,74
"166","06921590","South Grand River at Archie, MO","10290108","ST",38.49158056,-94.3442444,"00060","uv",NA,1645423,2007-06-01,2019-10-31,4535,"00600","qw",NA,52450988,2007-06-14,2019-09-26,74,"00665","qw",NA,153049,2007-06-14,2019-09-26,74
"167","06921720","Big Creek near Blairstown, MO","10290108","ST",38.55497778,-93.9653528,"00060","dv","00003",1645423,1960-08-01,2019-10-30,9719,"00600","qw",NA,52450988,2008-10-09,2014-09-19,60,"00665","qw",NA,153049,2008-10-09,2014-09-19,60
"168","06921720","Big Creek near Blairstown, MO","10290108","ST",38.55497778,-93.9653528,"00060","uv",NA,1645423,2007-05-31,2019-10-31,4536,"00600","qw",NA,52450988,2008-10-09,2014-09-19,60,"00665","qw",NA,153049,2008-10-09,2014-09-19,60
"169","06923150","Dousinbury Cr at Hwy JJ near Wall Street","10290110","ST",37.5944,-92.9668194,"00060","dv","00003",1645423,1993-04-08,1997-09-29,1636,"00600","qw",NA,52450988,1991-09-10,1997-02-27,66,"00665","qw",NA,153049,1991-09-10,1997-02-27,66
"170","06923150","Dousinbury Cr at Hwy JJ near Wall Street","10290110","ST",37.5944,-92.9668194,"00060","uv",NA,1645423,1993-04-09,1997-09-30,1635,"00600","qw",NA,52450988,1991-09-10,1997-02-27,66,"00665","qw",NA,153049,1991-09-10,1997-02-27,66
"171","06923250","Niangua River at Windyville, MO","10290110","ST",37.6842067,-92.9243495,"00060","dv","00003",1645423,1991-07-24,2019-10-30,6683,"00600","qw",NA,52450988,1991-07-01,1995-11-21,86,"00665","qw",NA,153049,1991-07-01,1995-11-21,88
"172","06923250","Niangua River at Windyville, MO","10290110","ST",37.6842067,-92.9243495,"00060","uv",NA,1645423,1991-07-24,2019-10-31,10326,"00600","qw",NA,52450988,1991-07-01,1995-11-21,86,"00665","qw",NA,153049,1991-07-01,1995-11-21,88
"173","06923500","Bennett Spring at Bennett Springs, MO","10290110","SP",37.7171472,-92.8575722,"00060","dv","00003",1645423,1928-10-01,2019-10-30,20445,"00600","qw",NA,52450988,1991-07-01,1995-03-28,56,"00665","qw",NA,153049,1991-07-01,1995-03-28,57
"174","06923500","Bennett Spring at Bennett Springs, MO","10290110","SP",37.7171472,-92.8575722,"00060","uv",NA,1645423,2007-02-09,2019-10-31,4647,"00600","qw",NA,52450988,1991-07-01,1995-03-28,56,"00665","qw",NA,153049,1991-07-01,1995-03-28,57
"175","06926510","Osage River below St. Thomas, MO","10290111","ST",38.42144444,-92.20825,"00060","dv","00003",1645423,1996-06-14,2019-10-30,8174,"00600","qw",NA,52450988,1974-10-18,2019-10-02,309,"00665","qw",NA,153049,1974-10-18,2019-10-02,314
"176","06926510","Osage River below St. Thomas, MO","10290111","ST",38.42144444,-92.20825,"00060","uv",NA,1645423,1997-01-09,2019-10-31,8330,"00600","qw",NA,52450988,1974-10-18,2019-10-02,309,"00665","qw",NA,153049,1974-10-18,2019-10-02,314
